,fluorophore,site,sample.type,substrate,replicate,slope,int,slope.se,int.se,pval,rsq,n,calib.slope,v0,v0.se
897,AMC,little river,filter,Arg-AMC,1,11844.44213,107347.1783,707.1722604,858.3925877,0.003545738,0.992921097,4,1717.51439,6.896269514,0.41174168
898,AMC,little river,filter,Arg-AMC,2,11902.6166,105569.6638,579.9603654,706.5777725,0.002365748,0.995274101,4,1717.51439,6.930140832,0.337674239
899,AMC,little river,filter,Arg-AMC,3,11449.5803,103077.9292,838.1778555,1021.16951,0.005316418,0.989395428,4,1717.51439,6.666366446,0.488017952
900,AMC,little river,filter,Arg-AMC,k,-376.556838,93069.45542,581.1243756,707.9959104,0.58345231,0.173511978,4,1717.51439,-0.21924523,0.338351969
901,AMC,little river,filter,Leu-AMC,2,16676.05632,124750.8951,196.7317861,239.6824258,0.000139146,0.999721727,4,1717.51439,9.709412867,0.114544476
902,AMC,little river,filter,Leu-AMC,3,17943.21933,125043.0302,956.8602142,1167.860642,0.002831708,0.994344602,4,1717.51439,10.44720174,0.557119183
903,AMC,little river,filter,Leu-AMC,k,-298.4749338,110323.1892,371.2161212,453.0742226,0.505750913,0.24428216,4,1717.51439,-0.173783076,0.216135669
904,AMC,little river,filter,GGR-AMC,2,91910.9751,269804.8419,4418.774883,5393.173627,0.002303385,0.995398536,4,1717.51439,53.51394762,2.572773136
905,AMC,little river,filter,Gly-AMC,1,5427.851204,181951.4726,1218.255033,1484.225439,0.046862841,0.908470443,4,1717.51439,3.160294455,0.709312854
906,AMC,little river,filter,Gly-AMC,2,5858.51188,187786.7959,1325.983955,1615.473824,0.047599483,0.907066745,4,1717.51439,3.411040929,0.772036591
907,AMC,little river,filter,Gly-AMC,3,1955.677983,175796.1215,464.3441843,565.7201751,0.052015447,0.898674712,4,1717.51439,1.138667597,0.27035825
908,AMC,little river,filter,Gly-AMC,k,7488.86041,177697.2664,385.4549806,330.1255996,0.032738214,0.997357793,3,1717.51439,4.360289762,0.224426056
909,AMC,little river,filter,Pyr-AMC,2,360.5905921,147805.4467,1335.022401,1626.485551,0.812400809,0.035193456,4,1717.51439,0.209949095,0.777299107
910,AMC,little river,filter,Pyr-AMC,3,193.2180516,143625.1423,798.6480287,974.7605614,0.831378251,0.028433294,4,1717.51439,0.112498651,0.465002234
911,AMC,little river,filter,Pyr-AMC,k,-725.3831649,149822.2385,267.5733641,326.5768564,0.113387636,0.786081484,4,1717.51439,-0.422344738,0.155791046
912,AMC,little river,filter,GGR-AMC,1,89584.98609,268216.3861,3032.912729,3695.060643,0.001144204,0.997712901,4,1717.51439,52.15967133,1.765873257
913,AMC,little river,filter,Leu-AMC,1,17710.14781,126293.0634,535.0775868,651.8961501,0.00091158,0.99817767,4,1717.51439,10.31149894,0.311541836
914,AMC,little river,filter,GGR-AMC,3,90477.98126,264036.7142,3636.335969,4438.196507,0.001611356,0.996779884,4,1717.51439,52.67960594,2.117208444
915,AMC,little river,filter,GGR-AMC,k,-22893.76451,245932.054,50966.61426,61524.58272,0.697277177,0.091641108,4,1717.51439,-13.32959109,29.67463595
916,AMC,little river,filter,Pyr-AMC,1,281.7176838,148137.4803,719.1645421,876.1731156,0.733057161,0.071258479,4,1717.51439,0.164026389,0.418724027
917,AMC,little river,whole,Gly-AMC,k,1863.136981,176172.2289,902.7136106,1099.794762,0.175075055,0.680501166,4,1597.316885,1.166416632,0.565143723
918,AMC,little river,whole,Arg-AMC,1,13015.37698,110263.5082,1253.317496,1521.324448,0.009145739,0.981792167,4,1597.316885,8.148274839,0.784639233
919,AMC,little river,whole,Arg-AMC,2,12399.22771,107772.8864,1180.196341,1432.567208,0.008938523,0.982202851,4,1597.316885,7.762534674,0.738861745
920,AMC,little river,whole,Leu-AMC,k,-147.9351908,103920.9407,726.3204659,886.4838072,0.857449034,0.020320778,4,1597.316885,-0.092614804,0.45471282
921,AMC,little river,whole,Arg-AMC,k,-627.5817306,92697.08719,458.3153318,558.3750987,0.304387299,0.48387703,4,1597.316885,-0.39289745,0.286928246
922,AMC,little river,whole,Gly-AMC,1,5681.666779,189506.4599,1382.226884,1683.995754,0.054399956,0.894159443,4,1597.316885,3.557006648,0.865342937
923,AMC,little river,whole,Gly-AMC,2,6352.503474,188977.1791,1297.185612,1580.388203,0.039258796,0.923023661,4,1597.316885,3.976983862,0.812102861
924,AMC,little river,whole,Gly-AMC,3,6560.060377,188238.0361,1249.721644,1522.561865,0.034428713,0.93232791,4,1597.316885,4.106924831,0.782388051
925,AMC,little river,whole,Pyr-AMC,1,1346.548809,150211.8299,1370.415709,1669.605953,0.429411675,0.325571036,4,1597.316885,0.843006683,0.857948552
926,AMC,little river,whole,Pyr-AMC,2,264.7871438,148158.6675,826.9266859,1007.461976,0.779169746,0.048766001,4,1597.316885,0.165769952,0.51769733
927,AMC,little river,whole,Pyr-AMC,3,578.0211714,147958.2034,1116.097634,1362.212035,0.656125917,0.118249385,4,1597.316885,0.361870069,0.698732759
928,AMC,little river,whole,Pyr-AMC,k,-622.0195036,128825.4308,677.5271761,826.9309468,0.455497753,0.296482697,4,1597.316885,-0.389415218,0.424165789
929,AMC,little river,whole,Arg-AMC,3,12855.36133,101247.7577,736.7918162,897.6487901,0.003268794,0.993473098,4,1597.316885,8.048097061,0.461268408
930,AMC,little river,whole,Leu-AMC,1,20484.25522,131414.4312,472.7150471,575.9185712,0.000532123,0.998936038,4,1597.316885,12.82416496,0.295943185
931,AMC,little river,whole,Leu-AMC,2,20705.60389,130227.5687,667.4022001,813.109978,0.001037345,0.997926386,4,1597.316885,12.96274026,0.417827049
932,AMC,little river,whole,Leu-AMC,3,23357.37088,131285.0184,196.476966,239.3719731,7.08E-05,0.999858504,4,1597.316885,14.62287859,0.123004376
933,AMC,little river,whole,GGR-AMC,1,92692.42809,276363.0101,1868.023129,2275.851421,0.000405893,0.999188379,4,1597.316885,58.03008092,1.169475604
934,AMC,little river,whole,GGR-AMC,2,94303.82203,274426.9059,2736.047515,3339.382452,0.000840699,0.998319308,4,1597.316885,59.03889386,1.712902143
935,AMC,little river,whole,GGR-AMC,3,99056.06222,274279.8132,2876.797209,3511.169328,0.000842379,0.998315952,4,1597.316885,62.01403313,1.801018468
936,AMC,little river,whole,GGR-AMC,k,-79987.9822,229887.2234,47253.55316,57673.59131,0.232581289,0.588931478,4,1597.316885,-50.07646445,29.58307998
937,AMC,west prong,filter,Arg-AMC,1,7539.715569,100692.5083,691.8615767,835.1838832,0.008315436,0.983438274,4,3753.021055,2.008972361,0.184347907
938,AMC,west prong,filter,Arg-AMC,2,7477.489001,99945.61563,492.2713082,594.2475729,0.004306111,0.99140632,4,3753.021055,1.992391967,0.131166679
939,AMC,west prong,filter,Arg-AMC,3,7012.31327,90432.61253,709.4205994,857.9501271,0.010080435,0.979940746,4,3753.021055,1.868444959,0.189026544
940,AMC,west prong,filter,Arg-AMC,k,686.0565648,83777.60842,373.7719375,452.0275864,0.207854755,0.627494089,4,3753.021055,0.18280115,0.099592284
941,AMC,west prong,filter,Leu-AMC,2,6446.398645,119248.5163,2823.311877,3427.124105,0.149861077,0.722736188,4,3753.021055,1.71765587,0.752277122
942,AMC,west prong,filter,Leu-AMC,3,10836.00849,107748.0142,296.8852039,360.3790452,0.000749807,0.998500947,4,3753.021055,2.887276231,0.079105659
943,AMC,west prong,filter,Leu-AMC,k,782.0402954,79644.55622,257.8859873,309.5900125,0.093707519,0.82136606,4,3753.021055,0.208376208,0.068714239
944,AMC,west prong,filter,GGR-AMC,2,47626.4845,243111.3876,1197.081293,1453.097048,0.000631159,0.99873808,4,3753.021055,12.69017248,0.318964715
945,AMC,west prong,filter,Gly-AMC,1,5825.680234,173549.1716,469.9861113,567.345895,0.00644558,0.987150386,4,3753.021055,1.552264202,0.125228744
946,AMC,west prong,filter,Gly-AMC,2,5582.26594,185261.5546,305.2332264,368.4636925,0.002976461,0.994055937,4,3753.021055,1.487405975,0.081330006
947,AMC,west prong,filter,Gly-AMC,3,5126.072387,183801.6844,701.3405978,851.3339557,0.018209515,0.963912556,4,3753.021055,1.365852286,0.186873611
948,AMC,west prong,filter,Gly-AMC,k,5340.432795,181122.8734,752.130306,902.9262629,0.01926376,0.961843572,4,3753.021055,1.422969047,0.200406631
949,AMC,west prong,filter,Pyr-AMC,2,455.8006508,139311.7419,386.2541814,468.8610657,0.359321548,0.410468879,4,3753.021055,0.121448999,0.102918203
950,AMC,west prong,filter,Pyr-AMC,3,994.8352238,150316.9107,672.9336743,816.8517388,0.277390947,0.522163844,4,3753.021055,0.265075844,0.179304529
951,AMC,west prong,filter,Pyr-AMC,k,171.6518836,142599.7601,606.0161548,727.5174229,0.803614757,0.038567164,4,3753.021055,0.045736989,0.161474222
952,AMC,west prong,filter,GGR-AMC,1,48182.95298,249401.5158,1715.169181,2081.986652,0.001264744,0.997472112,4,3753.021055,12.83844462,0.457010274
953,AMC,west prong,filter,Leu-AMC,1,10765.59819,114942.2826,386.9171882,467.0688626,0.001289197,0.997423268,4,3753.021055,2.868515267,0.103094862
954,AMC,west prong,filter,GGR-AMC,3,49184.2283,244697.9999,1286.568503,1561.722588,0.000683547,0.998633372,4,3753.021055,13.10523644,0.342808762
955,AMC,west prong,filter,GGR-AMC,k,-1616.773323,184377.3668,899.3629191,1079.677807,0.214052418,0.617713602,4,3753.021055,-0.4307925,0.239637057
956,AMC,west prong,filter,Pyr-AMC,1,974.7456713,138508.0094,905.5863782,1097.264676,0.394357877,0.366802381,4,3753.021055,0.259722942,0.24129531
957,AMC,west prong,whole,Gly-AMC,k,3466.084407,178497.7852,511.7498424,621.1960622,0.02111118,0.958223322,4,1709.24458,2.027845779,0.299401179
958,AMC,west prong,whole,Arg-AMC,1,8317.698937,104186.6152,685.6167853,827.6454544,0.006726012,0.986593216,4,1709.24458,4.866301192,0.401122691
959,AMC,west prong,whole,Arg-AMC,2,8470.132253,101190.2155,674.8999604,814.70859,0.006289069,0.987461414,4,1709.24458,4.955482879,0.394852772
960,AMC,west prong,whole,Leu-AMC,k,1667.613018,99412.17247,91.91943828,110.3485317,0.003024478,0.993960192,4,1709.24458,0.975643297,0.053777815
961,AMC,west prong,whole,Arg-AMC,k,540.4538808,88536.03936,553.3146511,669.1606864,0.431700521,0.322964297,4,1709.24458,0.316194585,0.323718827
962,AMC,west prong,whole,Gly-AMC,1,5414.747343,189238.9567,614.0809377,741.2906271,0.012618666,0.974921898,4,1709.24458,3.167918393,0.359270373
963,AMC,west prong,whole,Gly-AMC,2,6526.943783,185837.9135,1572.189494,1897.875775,0.053415302,0.896022591,4,1709.24458,3.818613123,0.919815404
964,AMC,west prong,whole,Gly-AMC,3,4766.748603,188291.5116,1126.054937,1361.814102,0.05152978,0.899595759,4,1709.24458,2.788804282,0.658802696
965,AMC,west prong,whole,Pyr-AMC,1,1526.50258,144199.2604,284.0753461,344.2033252,0.032930453,0.935223509,4,1709.24458,0.893086102,0.166199355
966,AMC,west prong,whole,Pyr-AMC,2,5038.598977,143701.1285,634.0315558,769.629755,0.015467985,0.969303289,4,1709.24458,2.94785137,0.370942557
967,AMC,west prong,whole,Pyr-AMC,3,1459.914716,147379.6107,625.2293664,758.9450709,0.144649258,0.731624892,4,1709.24458,0.854128621,0.365792803
968,AMC,west prong,whole,Pyr-AMC,k,606.658661,145630.1858,718.9420641,867.874218,0.487607333,0.262546245,4,1709.24458,0.354927942,0.420619771
969,AMC,west prong,whole,Arg-AMC,3,8505.105526,100950.218,689.7474661,832.6318248,0.006512713,0.987016989,4,1709.24458,4.975944125,0.403539361
970,AMC,west prong,whole,Leu-AMC,1,58283.17141,192819.196,1193.38936,1440.605453,0.000418991,0.999162193,4,1709.24458,34.09878966,0.698196955
971,AMC,west prong,whole,Leu-AMC,2,14556.41514,122659.162,451.4397528,545.9565082,0.000960428,0.998080067,4,1709.24458,8.516285681,0.264116533
972,AMC,west prong,whole,Leu-AMC,3,13762.95269,110628.0711,857.852915,1041.319036,0.003862607,0.992289706,4,1709.24458,8.052067475,0.501890089
973,AMC,west prong,whole,GGR-AMC,1,60151.05484,260340.709,1109.729038,1347.06306,0.000340193,0.999319729,4,1709.24458,35.19160192,0.649251167
974,AMC,west prong,whole,GGR-AMC,2,52080.38993,253431.8448,984.1380929,1194.612401,0.000356887,0.999286353,4,1709.24458,30.46982892,0.57577371
975,AMC,west prong,whole,GGR-AMC,3,51086.93178,252867.6715,1517.979326,1842.624465,0.000881734,0.99823731,4,1709.24458,29.88860247,0.88809954
976,AMC,west prong,whole,GGR-AMC,k,-1586.097521,188063.6989,666.0807285,799.624451,0.140201183,0.739254005,4,1709.24458,-0.927952348,0.389693047
977,MUB,little river,filter,MUB-gluco,1,11649.47344,12976.19892,16.67174268,20.3480841,2.05E-06,0.999995904,4,62.750435,185.6476922,0.2656833
978,MUB,little river,filter,MUB-gluco,2,5781.243245,7714.614322,83.29456167,101.6621225,0.000207518,0.999585007,4,62.750435,92.13072778,1.327394171
979,MUB,little river,filter,MUB-gluco,3,5786.089591,7632.433942,35.97047217,43.90244061,3.86E-05,0.999922711,4,62.750435,92.20795985,0.573230643
980,MUB,little river,filter,MUB-gluco,k,70.53411265,2836.714524,13.4295847,16.21158492,0.034392309,0.932398213,4,62.750435,1.124041812,0.214015803
981,MUB,little river,filter,MUB-Phos,1,6640.362115,48650.16829,181.0389072,218.5419492,0.000742466,0.99851562,4,62.750435,105.8217702,2.885062187
982,MUB,little river,filter,MUB-Phos,2,6726.102497,49077.84092,178.7088669,215.7292303,0.000705189,0.998590119,4,62.750435,107.1881414,2.847930327
983,MUB,little river,filter,MUB-Phos,3,6837.455898,48507.8418,202.4519738,244.3908309,0.000875557,0.998249653,4,62.750435,108.9626852,3.22630391
984,MUB,little river,filter,MUB-Phos,k,-310.2084927,50606.45825,187.3441349,226.5678844,0.239595892,0.578214408,4,62.750435,-4.943527367,2.985543207
985,MUB,little river,whole,MUB-gluco,1,7128.603159,9210.259407,43.90766098,53.58988532,3.79E-05,0.99992413,4,71.323685,99.94720771,0.615611223
986,MUB,little river,whole,MUB-gluco,2,6343.821171,8297.27677,22.12306769,27.00149892,1.22E-05,0.999975677,4,71.323685,88.94410281,0.310178417
987,MUB,little river,whole,MUB-gluco,3,6682.414794,8894.51718,39.5347217,48.25265466,3.50E-05,0.999930001,4,71.323685,93.69138449,0.554300044
988,MUB,little river,whole,MUB-gluco,k,211.2205632,2870.505122,8.158409309,9.848461306,0.001488566,0.997025084,4,71.323685,2.961436488,0.114385695
989,MUB,little river,whole,MUB-Phos,1,5832.758972,45313.83934,367.1174153,448.0716974,0.003938134,0.99213924,4,71.323685,81.77871028,5.147202017
990,MUB,little river,whole,MUB-Phos,2,5834.387566,45574.02702,182.519676,220.329466,0.000977219,0.998046517,4,71.323685,81.80154414,2.559033174
991,MUB,little river,whole,MUB-Phos,3,5805.677311,45192.29277,225.1618148,271.8051199,0.001500739,0.997000774,4,71.323685,81.39900948,3.156901032
992,MUB,little river,whole,MUB-Phos,k,-59.73596395,40076.36866,228.3522871,276.1618058,0.818109567,0.03308413,4,71.323685,-0.837533338,3.20163333
993,MUB,west prong,filter,MUB-gluco,1,4621.989587,8046.835153,29.79377476,36.1656693,4.15E-05,0.999916903,4,67.071395,68.91148733,0.444209857
994,MUB,west prong,filter,MUB-gluco,2,4533.27426,8179.550097,36.24074623,43.9914329,6.39E-05,0.999872196,4,67.071395,67.58878743,0.540330885
995,MUB,west prong,filter,MUB-gluco,3,4416.912073,7536.385729,79.40419697,96.38610586,0.000323027,0.99935405,4,67.071395,65.85388709,1.183875734
996,MUB,west prong,filter,MUB-gluco,k,54.86360662,3053.943779,13.23334806,15.88652579,0.053549248,0.895769025,4,67.071395,0.817988155,0.197302413
997,MUB,west prong,filter,MUB-Phos,1,4244.982428,48900.40463,78.92514708,95.80460317,0.000345505,0.99930911,4,67.071395,63.29050451,1.176733346
998,MUB,west prong,filter,MUB-Phos,2,4284.894541,49304.16282,93.96069885,114.0557579,0.000480506,0.999039218,4,67.071395,63.88557359,1.400905689
999,MUB,west prong,filter,MUB-Phos,3,4471.52068,48873.91734,33.32300032,40.44967847,5.55E-05,0.99988894,4,67.071395,66.66807333,0.496828794
1000,MUB,west prong,filter,MUB-Phos,k,549.7903838,48719.55438,287.482867,348.9658621,0.195960448,0.646479602,4,67.071395,8.197091828,4.286221675
1001,MUB,west prong,whole,MUB-gluco,1,5448.189149,9020.89808,53.14253977,64.50795624,9.51E-05,0.999809749,4,65.57693,83.08088147,0.810384685
1002,MUB,west prong,whole,MUB-gluco,2,5720.172599,9138.964216,94.22679895,114.3787679,0.00027124,0.999457593,4,65.57693,87.22842926,1.436889451
1003,MUB,west prong,whole,MUB-gluco,3,5412.027494,9213.648194,28.41075668,34.48686978,2.76E-05,0.999944887,4,65.57693,82.5294428,0.433243165
1004,MUB,west prong,whole,MUB-gluco,k,37.86610907,2803.23387,6.293585742,7.555398059,0.026530135,0.947643578,4,65.57693,0.577430341,0.095972558
1005,MUB,west prong,whole,MUB-Phos,1,4156.898419,46143.95904,131.2410988,159.3091918,0.000995296,0.998010399,4,65.57693,63.38964662,2.001330328
1006,MUB,west prong,whole,MUB-Phos,2,4689.196122,47128.63378,333.4221569,404.7300336,0.005017804,0.98998957,4,65.57693,71.50679548,5.084442911
1007,MUB,west prong,whole,MUB-Phos,3,4237.018741,46560.21423,10.35106193,12.56480877,5.97E-06,0.999988064,4,65.57693,64.61142266,0.157846089
1008,MUB,west prong,whole,MUB-Phos,k,60.76643645,40881.99522,96.5189443,117.1611267,0.593300037,0.16540486,4,65.57693,0.926643508,1.471842983
1009,AMC,sequoyah hills,filter,Arg-AMC,1,6347.556656,99904.27616,493.7250524,645.4850594,0.005995668,0.988044611,4,2224.973375,2.85286859,0.221901555
1010,AMC,sequoyah hills,filter,Arg-AMC,2,5418.368266,100528.0624,482.7892007,631.1877721,0.007845911,0.984369736,4,2224.973375,2.435250834,0.216986507
1011,AMC,sequoyah hills,filter,Arg-AMC,3,5534.494982,100458.1307,533.9868635,698.1224481,0.009181042,0.981722207,4,2224.973375,2.48744324,0.239996968
1012,AMC,sequoyah hills,filter,Arg-AMC,k,302.9746624,95952.91618,568.0825025,735.1310981,0.647137852,0.124511696,4,2224.973375,0.136170017,0.255321034
1013,AMC,sequoyah hills,filter,Leu-AMC,2,12105.77364,120303.0066,472.3764496,614.4173362,0.001519151,0.996964006,4,2224.973375,5.440862249,0.212306563
1014,AMC,sequoyah hills,filter,Leu-AMC,3,12036.45093,121696.7115,1944.418159,2516.187791,0.025117462,0.950395964,4,2224.973375,5.4097056,0.873906259
1015,AMC,sequoyah hills,filter,Leu-AMC,k,1476.003227,107059.7392,273.0911423,353.3954847,0.032569476,0.935921818,4,2224.973375,0.663380175,0.122739061
1016,AMC,sequoyah hills,filter,GGR-AMC,2,13190.57949,224335.5695,508.5166012,658.0494309,0.001482913,0.997036373,4,2224.973375,5.928421275,0.228549522
1017,AMC,sequoyah hills,filter,Gly-AMC,1,5920.397766,186801.8057,573.218582,749.4131169,0.009244508,0.981596445,4,2224.973375,2.660884769,0.257629412
1018,AMC,sequoyah hills,filter,Gly-AMC,2,5702.997116,187905.528,421.4117761,545.3308285,0.005415864,0.989197604,4,2224.973375,2.563175443,0.189400817
1019,AMC,sequoyah hills,filter,Gly-AMC,3,5864.444281,187940.0039,320.8175701,418.0043514,0.002979328,0.99405022,4,2224.973375,2.635736835,0.144189397
1020,AMC,sequoyah hills,filter,Gly-AMC,k,4114.913573,190456.2276,683.7335937,884.7901939,0.026515907,0.94767128,4,2224.973375,1.849421489,0.307299674
1021,AMC,sequoyah hills,filter,Pyr-AMC,2,1691.897808,153630.0219,626.8674241,819.5524098,0.114231357,0.784586088,4,2224.973375,0.760412609,0.28174154
1022,AMC,sequoyah hills,filter,Pyr-AMC,3,1463.003388,137555.6223,627.3826113,811.8688148,0.144953566,0.731104405,4,2224.973375,0.657537481,0.281973087
1023,AMC,sequoyah hills,filter,Pyr-AMC,k,2519.742847,149378.3707,984.378213,1273.841446,0.124704286,0.766142586,4,2224.973375,1.132482247,0.442422469
1024,AMC,sequoyah hills,filter,GGR-AMC,1,12394.17477,222537.1789,1243.376039,1625.561944,0.009914558,0.980269182,4,2224.973375,5.570482283,0.558827379
1025,AMC,sequoyah hills,filter,Leu-AMC,1,12302.43502,119513.8388,431.7653591,558.7289543,0.001229453,0.997542606,4,2224.973375,5.529250443,0.194054169
1026,AMC,sequoyah hills,filter,GGR-AMC,3,13350.32218,220671.0471,541.3986667,700.6006955,0.001640519,0.996721654,4,2224.973375,6.0002166,0.243328155
1027,AMC,sequoyah hills,filter,GGR-AMC,k,-734.7879084,200232.7766,727.2225017,949.1886584,0.418666335,0.33794883,4,2224.973375,-0.330245708,0.326845485
1028,AMC,sequoyah hills,filter,Pyr-AMC,1,1439.623441,150044.6313,351.6905066,459.79228,0.054818107,0.893368811,4,2224.973375,0.647029514,0.15806504
1029,AMC,sequoyah hills,whole,Gly-AMC,k,3350.384185,178983.379,997.547742,1299.73959,0.078370279,0.849401343,4,4394.787655,0.762354054,0.226984287
1030,AMC,sequoyah hills,whole,Arg-AMC,1,12699.67156,109496.9552,314.1538806,410.717737,0.000611366,0.998777641,4,4394.787655,2.889712212,0.07148329
1031,AMC,sequoyah hills,whole,Arg-AMC,2,12559.58324,108967.9192,547.989155,716.42873,0.001898259,0.996207085,4,4394.787655,2.857836198,0.124690701
1032,AMC,sequoyah hills,whole,Leu-AMC,k,746.0274205,101004.4725,240.0383861,310.6233366,0.089800053,0.828463943,4,4394.787655,0.16975278,0.054618881
1033,AMC,sequoyah hills,whole,Arg-AMC,k,1164.819633,90316.2428,207.0820184,270.7343861,0.030182251,0.940546467,4,4394.787655,0.265045714,0.047119914
1034,AMC,sequoyah hills,whole,Gly-AMC,1,10989.94046,199770.4739,932.5559877,1219.202781,0.007123594,0.985803558,4,4394.787655,2.500676101,0.212195915
1035,AMC,sequoyah hills,whole,Gly-AMC,2,11580.27082,198956.4377,994.4881467,1286.924276,0.0072944,0.985464408,4,4394.787655,2.635001216,0.2262881
1036,AMC,sequoyah hills,whole,Gly-AMC,3,11939.61897,193559.3587,903.9910149,1169.815836,0.005683716,0.988664873,4,4394.787655,2.716768115,0.205696176
1037,AMC,sequoyah hills,whole,Pyr-AMC,1,2169.371786,150061.2487,586.3024672,766.518695,0.06590382,0.872535673,4,4394.787655,0.493623801,0.1334086
1038,AMC,sequoyah hills,whole,Pyr-AMC,2,2577.220107,148218.8323,451.8324241,590.7155768,0.029388124,0.942087413,4,4394.787655,0.586426537,0.10281098
1039,AMC,sequoyah hills,whole,Pyr-AMC,3,1953.019776,148553.3796,594.3570958,769.1319176,0.081458761,0.843718009,4,4394.787655,0.444394571,0.135241368
1040,AMC,sequoyah hills,whole,Pyr-AMC,k,1625.655367,147646.5711,522.3312137,675.9263258,0.089581553,0.82886175,4,4394.787655,0.369905328,0.118852435
1041,AMC,sequoyah hills,whole,Arg-AMC,3,12253.5497,109124.5993,188.9243626,246.9954741,0.000237628,0.999524801,4,4394.787655,2.788200628,0.04298828
1042,AMC,sequoyah hills,whole,Leu-AMC,1,43032.57192,171231.5115,1099.148735,1422.361036,0.000651769,0.998696887,4,4394.787655,9.791729497,0.250102809
1043,AMC,sequoyah hills,whole,Leu-AMC,2,39551.33909,169237.0954,602.2914062,779.399367,0.000231814,0.999536425,4,4394.787655,8.999601846,0.137046759
1044,AMC,sequoyah hills,whole,Leu-AMC,3,40547.71949,164875.7272,1431.341146,1864.944078,0.001243777,0.997513992,4,4394.787655,9.226320512,0.325690627
1045,AMC,sequoyah hills,whole,GGR-AMC,1,14315.68254,223497.9295,570.7253111,746.1534705,0.00158561,0.996831295,4,4394.787655,3.257423035,0.129864138
1046,AMC,sequoyah hills,whole,GGR-AMC,2,14043.75354,222201.6238,1111.160961,1437.90554,0.006202012,0.98763444,4,4394.787655,3.195547689,0.252836098
1047,AMC,sequoyah hills,whole,GGR-AMC,3,14241.0699,224529.9503,511.5768797,662.0096054,0.001287944,0.997425771,4,4394.787655,3.240445505,0.116405369
1048,AMC,sequoyah hills,whole,GGR-AMC,k,-894.2684406,196952.5246,1464.966521,1912.11026,0.603699161,0.157054355,4,4394.787655,-0.203483879,0.333341821
1049,AMC,tyson park,filter,Arg-AMC,1,27176.12714,126104.9435,609.1719529,778.8148203,0.000502085,0.998996082,4,2106.51701,12.90097683,0.289184445
1050,AMC,tyson park,filter,Arg-AMC,2,26985.22742,125632.5134,593.0314291,762.0992265,0.000482602,0.99903503,4,2106.51701,12.81035344,0.28152226
1051,AMC,tyson park,filter,Arg-AMC,3,27099.15336,126765.769,524.6409535,677.7317442,0.000374601,0.999250938,4,2106.51701,12.86443605,0.24905612
1052,AMC,tyson park,filter,Arg-AMC,k,273.3818119,94084.29796,444.285542,573.9285378,0.601026544,0.159179819,4,2106.51701,0.129779067,0.210910019
1053,AMC,tyson park,filter,Leu-AMC,2,27708.12395,139632.0889,628.5723226,814.7733611,0.000514234,0.998971796,4,2106.51701,13.15352491,0.298394136
1054,AMC,tyson park,filter,Leu-AMC,3,26713.0727,140841.1196,480.3303917,622.6179448,0.000323163,0.999353778,4,2106.51701,12.68115689,0.228021131
1055,AMC,tyson park,filter,Leu-AMC,k,691.1914259,107491.1914,642.8207383,833.2425636,0.394757881,0.366318022,4,2106.51701,0.328120505,0.305158105
1056,AMC,tyson park,filter,GGR-AMC,2,47521.43538,259409.6758,948.1353337,1229.000045,0.000397834,0.999204489,4,2106.51701,22.55924598,0.450096215
1057,AMC,tyson park,filter,Gly-AMC,1,9512.73638,196315.5488,263.0547584,338.0492468,0.000763807,0.99847297,4,2106.51701,4.515860226,0.124876636
1058,AMC,tyson park,filter,Gly-AMC,2,9911.251104,198157.8082,318.2520087,408.9827246,0.001029471,0.997942117,4,2106.51701,4.705042046,0.151079724
1059,AMC,tyson park,filter,Gly-AMC,3,10539.62938,197048.622,659.979357,855.4840542,0.003898206,0.992218784,4,2106.51701,5.003344065,0.313303597
1060,AMC,tyson park,filter,Gly-AMC,k,3739.524472,184340.1734,46.20580827,59.89328571,0.000152637,0.999694749,4,2106.51701,1.775216841,0.021934695
1061,AMC,tyson park,filter,Pyr-AMC,2,2287.775502,146933.9954,915.4943327,1186.689849,0.129700297,0.757421573,4,2106.51701,1.086046536,0.434600969
1062,AMC,tyson park,filter,Pyr-AMC,3,2283.093591,145607.5204,718.8033632,931.7334078,0.086460892,0.834553702,4,2106.51701,1.083823952,0.341228369
1063,AMC,tyson park,filter,Pyr-AMC,k,1036.036175,148363.6882,715.6877447,932.4944124,0.284690434,0.511667776,4,2106.51701,0.491824263,0.339749331
1064,AMC,tyson park,filter,GGR-AMC,1,46828.88993,254617.2042,1100.369161,1426.329871,0.000551683,0.998896938,4,2106.51701,22.23048269,0.522364242
1065,AMC,tyson park,filter,Leu-AMC,1,27416.77828,138403.8491,608.3373856,785.8508845,0.000491967,0.999016309,4,2106.51701,13.01521808,0.288788262
1066,AMC,tyson park,filter,GGR-AMC,3,46863.08072,255578.7388,301.0480758,390.2270968,4.13E-05,0.999917471,4,2106.51701,22.24671365,0.14291272
1067,AMC,tyson park,filter,GGR-AMC,k,-1971.202166,194945.0189,862.2437485,1127.278137,0.149566683,0.723236827,4,2106.51701,-0.935763707,0.409321997
1068,AMC,tyson park,filter,Pyr-AMC,1,2392.269352,148306.078,616.4427189,799.050623,0.060442113,0.882769023,4,2106.51701,1.135651571,0.292636003
1069,AMC,tyson park,whole,Gly-AMC,k,3665.330303,178344.2723,862.5148539,1118.016338,0.051161762,0.900294002,4,3264.631395,1.122739403,0.264199767
