,fluorophore,site,sample.type,substrate,replicate,slope,int,slope.se,int.se,pval,rsq,n,calib.slope,v0,v0.se
500,AMC,douglas dam,filter,Gly-AMC,k,2175.715717,192157.5731,869.0117241,807.7949299,0.241916318,0.862417135,3,778.53407,2.794631348,1.116215407
501,AMC,douglas dam,filter,Pyr-AMC,2,209.2820919,137104.5565,1278.633394,1205.130345,0.896716202,0.026090983,3,778.53407,0.268815586,1.64236023
502,AMC,douglas dam,filter,Pyr-AMC,3,-462.7086878,137218.5385,1240.622226,1153.227645,0.772736047,0.122116187,3,778.53407,-0.594333255,1.593536203
503,AMC,douglas dam,filter,Pyr-AMC,k,-250.3713205,138005.778,919.3438,858.6468395,0.830729966,0.069046437,3,778.53407,-0.321593274,1.180865212
504,AMC,douglas dam,filter,GGR-AMC,1,733.9827686,193447.9413,943.5190053,877.0536088,0.579110243,0.377009259,3,778.53407,0.942775399,1.211917425
505,AMC,douglas dam,filter,Leu-AMC,1,3244.327734,109645.853,179.2598473,168.9549816,0.035139619,0.996956364,3,778.53407,4.167226405,0.230253054
506,AMC,douglas dam,filter,GGR-AMC,3,358.3803893,199192.4397,1001.893114,931.3156026,0.781307852,0.11343713,3,778.53407,0.460327175,1.286896942
507,AMC,douglas dam,filter,GGR-AMC,k,-624.4666851,193048.4945,830.3057619,764.7114898,0.58948279,0.361284803,3,778.53407,-0.80210579,1.066498942
508,AMC,douglas dam,filter,Pyr-AMC,1,298.3884311,140121.7152,721.4606478,679.9870263,0.750339272,0.146069974,3,778.53407,0.383269586,0.926691169
509,AMC,douglas dam,whole,Gly-AMC,k,2522.769731,189346.6955,1223.309056,1152.986362,0.287434198,0.80962814,3,892.19664,2.827593848,1.371120448
510,AMC,douglas dam,whole,Arg-AMC,1,2567.824247,106789.6322,3.285406674,3.096542994,0.000814524,0.999998363,3,892.19664,2.878092264,0.00368238
511,AMC,douglas dam,whole,Arg-AMC,2,2522.416939,100288.6642,252.7847201,240.4163481,0.063586727,0.990056759,3,892.19664,2.827198429,0.283328483
512,AMC,douglas dam,whole,Leu-AMC,k,823.4157449,99962.81965,392.0695919,366.1843545,0.282905168,0.815182589,3,892.19664,0.922908368,0.439443027
513,AMC,douglas dam,whole,Arg-AMC,k,-60.89049128,93412.24303,266.0850015,250.7889369,0.856782858,0.049761209,3,892.19664,-0.068247837,0.298235826
514,AMC,douglas dam,whole,Gly-AMC,1,3871.948838,184016.6117,1807.394986,1688.067068,0.278031034,0.82108896,3,892.19664,4.339793118,2.025780983
515,AMC,douglas dam,whole,Gly-AMC,2,4021.90317,187069.0543,1696.38456,1598.866821,0.254104019,0.848965712,3,892.19664,4.507866304,1.901357261
516,AMC,douglas dam,whole,Gly-AMC,3,5019.852298,180748.0516,1527.813196,1439.985888,0.1880872,0.915221657,3,892.19664,5.626396775,1.712417563
517,AMC,douglas dam,whole,Pyr-AMC,1,-242.9515055,137747.8744,614.867057,579.5210354,0.760440121,0.135042779,3,892.19664,-0.272307129,0.68916092
518,AMC,douglas dam,whole,Pyr-AMC,2,370.670206,127499.8152,186.6527671,175.9229148,0.296975112,0.797723328,3,892.19664,0.415457971,0.209205862
519,AMC,douglas dam,whole,Pyr-AMC,3,-5.156128335,137287.1805,452.6082905,420.7246832,0.992747921,0.000129762,3,892.19664,-0.005779139,0.507296565
520,AMC,douglas dam,whole,Pyr-AMC,k,-473.4559359,127053.8907,601.4591829,561.7496158,0.575454752,0.382582851,3,892.19664,-0.530663213,0.674132984
521,AMC,douglas dam,whole,Arg-AMC,3,2516.532647,91948.82273,8.048409149,7.58574126,0.002036039,0.999989772,3,892.19664,2.820603143,0.009020892
522,AMC,douglas dam,whole,Leu-AMC,1,9422.616799,139332.131,63218.96622,59584.78397,0.905806954,0.021732315,3,892.19664,10.56114356,70.85766005
523,AMC,douglas dam,whole,Leu-AMC,2,7748.185103,110169.0176,943.6767275,889.4288742,0.077155995,0.985383221,3,892.19664,8.684391709,1.057700383
524,AMC,douglas dam,whole,Leu-AMC,3,8109.376862,109667.1903,316.0490402,297.8807613,0.024798612,0.998483387,3,892.19664,9.08922596,0.354236976
525,AMC,douglas dam,whole,GGR-AMC,1,-478.1276496,193789.2477,1400.170704,1301.536866,0.790512078,0.104430001,3,892.19664,-0.535899406,1.569352138
526,AMC,douglas dam,whole,GGR-AMC,2,97.00641673,197433.5331,1001.167076,930.6407099,0.938507744,0.009300998,3,892.19664,0.108727619,1.122137241
527,AMC,douglas dam,whole,GGR-AMC,3,579.0578587,189321.5015,1312.395814,1219.945203,0.735465273,0.162953544,3,892.19664,0.649024926,1.470971482
528,AMC,douglas dam,whole,GGR-AMC,k,-2387.060656,189704.753,1153.639539,1077.473894,0.286599504,0.810656562,3,892.19664,-2.675487161,1.293032822
529,MUB,anchor down,filter,MUB-gluco,1,327.576669,1954.340702,0.369416755,0.352974368,0.000717932,0.999998728,3,45.917665,7.13400102,0.008045199
530,MUB,anchor down,filter,MUB-gluco,2,357.0497623,2062.290174,9.278412266,8.74503687,0.016539688,0.999325166,3,45.917665,7.775869315,0.202066291
531,MUB,anchor down,filter,MUB-gluco,3,350.6030642,2022.303291,13.62288224,12.95633533,0.024723787,0.998492521,3,45.917665,7.635472409,0.29668064
532,MUB,anchor down,filter,MUB-gluco,k,-4.334222758,2250.052509,4.51338032,4.292547483,0.512889328,0.479759023,3,45.917665,-0.094391184,0.098292897
533,MUB,anchor down,filter,MUB-Phos,1,1790.259429,46818.64642,376.3340155,354.7002167,0.131904581,0.957680955,3,45.917665,38.98846837,8.19584392
534,MUB,anchor down,filter,MUB-Phos,2,1741.1953,46083.75681,272.1169296,258.802662,0.098693679,0.976158344,3,45.917665,37.91994433,5.926192668
535,MUB,anchor down,filter,MUB-Phos,3,2019.268962,42673.35127,180.0738295,171.2630908,0.056622525,0.992110078,3,45.917665,43.97586336,3.921667827
536,MUB,anchor down,filter,MUB-Phos,k,-510.8167987,44373.96899,342.0578006,322.3943916,0.375637959,0.69041551,3,45.917665,-11.12462489,7.44937271
537,MUB,anchor down,whole,MUB-gluco,1,902.3645722,2395.262844,29.7199524,28.26580031,0.020959901,0.998916419,3,71.550595,12.61155931,0.415369745
538,MUB,anchor down,whole,MUB-gluco,2,859.5704061,2387.754253,22.25870056,21.26798703,0.016481678,0.999329891,3,71.550595,12.01346273,0.311090363
539,MUB,anchor down,whole,MUB-gluco,3,1693.172216,3521.853863,37.45129766,35.61886261,0.014079105,0.999510989,3,71.550595,23.66398512,0.523423986
540,MUB,anchor down,whole,MUB-gluco,k,1.825718712,1716.130997,7.393045236,7.031314773,0.845870017,0.057479354,3,71.550595,0.025516471,0.103326118
541,MUB,anchor down,whole,MUB-Phos,1,13082.00709,54889.45917,1451.188458,1386.597444,0.070332748,0.987844096,3,71.550595,182.8357554,20.28199008
542,MUB,anchor down,whole,MUB-Phos,2,12889.10523,55839.33669,802.7531316,763.4756414,0.039598503,0.996136,3,71.550595,180.1397352,11.21937744
543,MUB,anchor down,whole,MUB-Phos,3,11881.78549,58103.21739,463.0439106,440.3878761,0.024797099,0.998483572,3,71.550595,166.0613093,6.47155919
544,MUB,anchor down,whole,MUB-Phos,k,-529.6591668,44367.24594,218.4173913,207.7305604,0.248999467,0.854662955,3,71.550595,-7.402582282,3.052628581
545,MUB,douglas dam,filter,MUB-gluco,1,139.0995314,2192.005894,4.88464552,4.540550807,0.022346478,0.998768372,3,41.15474,3.379915202,0.118689743
546,MUB,douglas dam,filter,MUB-gluco,2,181.061031,2337.607033,4.634391027,4.30792528,0.016291197,0.999345287,3,41.15474,4.399518282,0.112608925
547,MUB,douglas dam,filter,MUB-gluco,3,189.7534607,2444.959167,2.080521448,1.933960878,0.006979836,0.999879798,3,41.15474,4.610731612,0.050553629
548,MUB,douglas dam,filter,MUB-gluco,k,7.601770891,2413.532064,1.703486826,1.568911127,0.140342111,0.952184457,3,41.15474,0.184711916,0.041392239
549,MUB,douglas dam,filter,MUB-Phos,1,27.33601298,49257.09399,354.8131055,329.8185971,0.951049338,0.005900663,3,41.15474,0.664225141,8.621439608
550,MUB,douglas dam,filter,MUB-Phos,2,255.7448089,50032.76875,186.6686851,173.5189678,0.401397628,0.652419076,3,41.15474,6.214224873,4.535776075
551,MUB,douglas dam,filter,MUB-Phos,3,396.3309301,45089.94099,259.582467,241.2964002,0.369148366,0.699800954,3,41.15474,9.630262032,6.307474352
552,MUB,douglas dam,filter,MUB-Phos,k,300.758218,48281.46328,72.25623288,66.54798032,0.150101211,0.945431063,3,41.15474,7.307984889,1.755720796
553,MUB,douglas dam,whole,MUB-gluco,1,332.8127974,2613.665202,4.069819888,3.783124876,0.007784552,0.999850485,3,36.6399,9.083343497,0.111076173
554,MUB,douglas dam,whole,MUB-gluco,2,320.7074621,2849.314611,0.483463208,0.449406053,0.000959697,0.999997727,3,36.6399,8.752956808,0.013194993
555,MUB,douglas dam,whole,MUB-gluco,3,321.4178803,2333.068198,4.622590104,4.296955663,0.009155151,0.999793205,3,36.6399,8.772346003,0.126162738
556,MUB,douglas dam,whole,MUB-gluco,k,3.712064195,2190.839687,2.814318969,2.591987374,0.412975074,0.635001846,3,36.6399,0.101312072,0.076810225
557,MUB,douglas dam,whole,MUB-Phos,1,1319.847296,42603.54362,695.1867515,646.2149101,0.30862849,0.782820907,3,36.6399,36.02213151,18.97348932
558,MUB,douglas dam,whole,MUB-Phos,2,589.1145638,39615.89837,248.5038355,230.9981935,0.25412535,0.848941716,3,36.6399,16.07849813,6.782328431
559,MUB,douglas dam,whole,MUB-Phos,3,1361.439366,40584.0749,830.0113596,771.541913,0.348543064,0.729031977,3,36.6399,37.15728934,22.65321029
560,MUB,douglas dam,whole,MUB-Phos,k,-169.9701716,43453.74529,208.9226139,192.417698,0.565219192,0.398269224,3,36.6399,-4.638936557,5.702051969
561,AMC,chilowee park,filter,Arg-AMC,1,21008.61021,102523.3349,1227.244668,1517.087375,0.003395092,0.993221342,4,1275.35462,16.47275972,0.962277196
562,AMC,chilowee park,filter,Arg-AMC,2,20784.31387,101731.1962,1357.282172,1683.96307,0.004237421,0.991543113,4,1275.35462,16.29688993,1.064239036
563,AMC,chilowee park,filter,Arg-AMC,3,21904.02405,108973.182,1296.538779,1608.599499,0.003485363,0.993041421,4,1275.35462,17.17484981,1.016610407
564,AMC,chilowee park,filter,Arg-AMC,k,-58.53759066,98038.28368,877.3343794,1090.386794,0.952872773,0.002220975,4,1275.35462,-0.04589907,0.687914064
565,AMC,chilowee park,filter,Leu-AMC,2,92756.83115,147474.7732,3671.717056,4579.946817,0.001563246,0.996875952,4,1275.35462,72.7302271,2.878977343
566,AMC,chilowee park,filter,Leu-AMC,3,84830.58486,149292.4026,1637.210684,2045.694586,0.000372273,0.999255592,4,1275.35462,66.51529192,1.283729763
567,AMC,chilowee park,filter,Leu-AMC,k,404.1786192,100672.8339,933.8107058,1166.796383,0.707344692,0.085647129,4,1275.35462,0.316914694,0.732196905
568,AMC,chilowee park,filter,GGR-AMC,2,243393.5726,315079.4999,4381.950599,5475.246835,0.000323971,0.999352164,4,1275.35462,190.8438397,3.435868369
569,AMC,chilowee park,filter,Gly-AMC,1,28766.39226,194786.9251,2043.334533,2525.916066,0.005007678,0.990009721,4,1275.35462,22.55560282,1.602169703
570,AMC,chilowee park,filter,Gly-AMC,2,26775.3736,201761.287,2262.66639,2807.261982,0.007065584,0.985918754,4,1275.35462,20.99445377,1.774146856
571,AMC,chilowee park,filter,Gly-AMC,3,24035.9412,186070.3838,1242.180914,1552.104928,0.002660185,0.994686707,4,1275.35462,18.84647676,0.973988642
572,AMC,chilowee park,filter,Gly-AMC,k,3163.775947,173374.8866,1229.976743,1536.855817,0.123710772,0.767882812,4,1275.35462,2.480702933,0.964419404
573,AMC,chilowee park,filter,Pyr-AMC,2,3496.597748,141910.9239,858.4980437,1070.854677,0.055326598,0.892407836,4,1275.35462,2.741667057,0.673144575
574,AMC,chilowee park,filter,Pyr-AMC,3,578.3483296,145726.2392,266.9318069,333.5312661,0.162598081,0.701241974,4,1275.35462,0.453480405,0.209300067
575,AMC,chilowee park,filter,Pyr-AMC,k,684.1043294,149512.2377,947.8019061,1188.563787,0.545408561,0.206653376,4,1275.35462,0.536403224,0.743167344
576,AMC,chilowee park,filter,GGR-AMC,1,237327.7376,310873.038,1892.02277,2360.030343,6.35E-05,0.999872904,4,1275.35462,186.0876449,1.483526809
577,AMC,chilowee park,filter,Leu-AMC,1,88730.00968,162639.1796,1595.338694,1979.316829,0.000323113,0.999353879,4,1275.35462,69.57281394,1.250898118
578,AMC,chilowee park,filter,GGR-AMC,3,245351.4178,309739.3571,7034.470706,8821.376166,0.000821014,0.998358646,4,1275.35462,192.3789776,5.515697827
579,AMC,chilowee park,filter,GGR-AMC,k,-1766.173791,188037.8007,142.4816352,176.7751885,0.0064452,0.987151141,4,1275.35462,-1.384849173,0.111719229
580,AMC,chilowee park,filter,Pyr-AMC,1,953.0690483,144429.7746,648.4362947,808.832407,0.279399238,0.519265458,4,1275.35462,0.747297288,0.508436073
581,AMC,chilowee park,whole,Gly-AMC,k,-235.5472921,178652.1658,990.5797932,1231.132793,0.834186543,0.027494103,4,1083.286505,-0.217437669,0.914420875
582,AMC,chilowee park,whole,Arg-AMC,1,73165.58939,129074.298,1779.156071,2199.345643,0.000590785,0.998818779,4,1083.286505,67.54038664,1.642368905
583,AMC,chilowee park,whole,Arg-AMC,2,69562.43333,123084.6386,2022.815744,2509.682275,0.000844525,0.998311663,4,1083.286505,64.21425265,1.867295249
584,AMC,chilowee park,whole,Leu-AMC,k,-512.5048998,102479.0574,682.1823277,852.3867502,0.530858577,0.220093675,4,1083.286505,-0.473101896,0.629733985
585,AMC,chilowee park,whole,Arg-AMC,k,-1032.286936,96438.65574,1468.43472,1825.0303,0.554875749,0.198135599,4,1083.286505,-0.95292144,1.355536797
586,AMC,chilowee park,whole,Gly-AMC,1,114974.8819,225772.9216,3459.561267,4276.618069,0.000904163,0.998192491,4,1083.286505,106.135248,3.193579216
587,AMC,chilowee park,whole,Gly-AMC,2,117169.6341,223207.7195,3997.652886,4959.838098,0.001162044,0.997677263,4,1083.286505,108.1612607,3.690300643
588,AMC,chilowee park,whole,Gly-AMC,3,119078.2458,229634.7854,6061.843387,7520.85352,0.00258143,0.994843803,4,1083.286505,109.9231323,5.595789627
589,AMC,chilowee park,whole,Pyr-AMC,1,2976.05629,140630.5342,1489.242112,1847.684122,0.183725458,0.666304128,4,1083.286505,2.747247636,1.374744451
590,AMC,chilowee park,whole,Pyr-AMC,2,-83.74902612,144712.6951,1193.773071,1489.062772,0.950453922,0.002454814,4,1083.286505,-0.077310135,1.101992008
591,AMC,chilowee park,whole,Pyr-AMC,3,1585.697105,138926.7604,1149.053455,1435.742177,0.30160294,0.487758453,4,1083.286505,1.463783678,1.060710578
592,AMC,chilowee park,whole,Pyr-AMC,k,2002.172067,140416.0205,1311.511754,1644.663686,0.266402769,0.538164897,4,1083.286505,1.848238723,1.210678567
593,AMC,chilowee park,whole,Arg-AMC,3,69382.23395,125260.4963,3275.608016,4064.00603,0.002221459,0.995562017,4,1083.286505,64.04790758,3.023768874
594,AMC,chilowee park,whole,Leu-AMC,1,387272.3543,555682.8748,13085.40273,11547.10762,0.02150233,0.99885963,3,1083.286505,357.4976264,12.07935543
595,AMC,chilowee park,whole,Leu-AMC,2,372019.6299,313807.5794,8980.029855,11201.31495,0.000582163,0.998836013,4,1083.286505,343.4175799,8.289616656
596,AMC,chilowee park,whole,Leu-AMC,3,388224.1793,324158.9207,5280.706627,6598.242402,0.000184969,0.999630097,4,1083.286505,358.3762721,4.87470914
597,AMC,chilowee park,whole,GGR-AMC,1,331565.3043,341937.3003,12546.83428,15650.39813,0.001428889,0.997144263,4,1083.286505,306.0735112,11.58219384
598,AMC,chilowee park,whole,GGR-AMC,2,3190445.847,351306.8153,438659.2789,547165.301,0.018384232,0.963569517,4,1083.286505,2945.154243,404.9337611
599,AMC,chilowee park,whole,GGR-AMC,3,2169766.942,509452.3627,264439.6822,331612.9965,0.014530489,0.971150157,4,1083.286505,2002.948372,244.10872
600,AMC,chilowee park,whole,GGR-AMC,k,17176.53612,194778.2375,380.6119385,477.2954815,0.000490652,0.999018936,4,1083.286505,15.8559495,0.351349285
601,AMC,holston hills park,filter,Arg-AMC,1,12137.52794,95114.28652,596.7423299,748.3275979,0.002408474,0.995188852,4,1254.40921,9.675891922,0.475715839
602,AMC,holston hills park,filter,Arg-AMC,2,11653.78167,104695.5235,102.1638181,128.3388843,7.68E-05,0.999846318,4,1254.40921,9.290255183,0.081443772
603,AMC,holston hills park,filter,Arg-AMC,3,12282.33865,104850.1053,685.082606,851.4484828,0.003096726,0.993816138,4,1254.40921,9.791333281,0.546139649
604,AMC,holston hills park,filter,Arg-AMC,k,407.8429844,94353.62952,705.2460087,881.2048173,0.621503413,0.143259666,4,1254.40921,0.325127543,0.562213672
605,AMC,holston hills park,filter,Leu-AMC,2,47685.61373,132323.5788,1011.031789,1256.551364,0.000449223,0.999101755,4,1254.40921,38.01440021,0.805982434
606,AMC,holston hills park,filter,Leu-AMC,3,50628.54294,145500.5143,1213.553004,1508.252953,0.000574054,0.998852222,4,1254.40921,40.36046813,0.967429922
607,AMC,holston hills park,filter,Leu-AMC,k,1074.144098,101106.7834,417.9261181,522.1986428,0.123872805,0.767598862,4,1254.40921,0.856294811,0.333165696
608,AMC,holston hills park,filter,GGR-AMC,2,14419.75835,189244.2666,722.1064917,902.2719891,0.002498369,0.995009503,4,1254.40921,11.49525867,0.575654648
609,AMC,holston hills park,filter,Gly-AMC,1,12896.1698,175014.4037,314.5317636,394.429534,0.00059432,0.998811714,4,1254.40921,10.28067212,0.250740955
610,AMC,holston hills park,filter,Gly-AMC,2,13513.65092,182281.6535,378.2705119,470.1299531,0.000782617,0.998435378,4,1254.40921,10.77292068,0.301552722
611,AMC,holston hills park,filter,Gly-AMC,3,14040.32284,196455.3635,343.628559,427.0755273,0.000598459,0.99880344,4,1254.40921,11.19277723,0.273936572
612,AMC,holston hills park,filter,Gly-AMC,k,4023.700445,185388.1146,99.9451135,124.8814093,0.000616411,0.998767559,4,1254.40921,3.207645809,0.079675048
613,AMC,holston hills park,filter,Pyr-AMC,2,467.4494432,150487.4481,495.3100292,618.8898319,0.444916215,0.308118008,4,1254.40921,0.372645098,0.394855224
614,AMC,holston hills park,filter,Pyr-AMC,3,1613.424499,149136.888,741.6062422,926.6369254,0.161571505,0.702962341,4,1254.40921,1.286202689,0.591199615
615,AMC,holston hills park,filter,Pyr-AMC,k,865.5297796,147809.3838,1005.054919,1262.529056,0.479898406,0.270505668,4,1254.40921,0.689989975,0.801217745
616,AMC,holston hills park,filter,GGR-AMC,1,14060.37967,191181.0152,533.6822794,664.4439635,0.001437587,0.997126892,4,1254.40921,11.20876629,0.425445122
617,AMC,holston hills park,filter,Leu-AMC,1,49263.14788,143042.2321,1098.112856,1372.091903,0.000496508,0.999007231,4,1254.40921,39.27199154,0.875402418
618,AMC,holston hills park,filter,GGR-AMC,3,14419.16831,201831.2043,915.271805,1149.745378,0.004005019,0.992006002,4,1254.40921,11.4947883,0.729643722
619,AMC,holston hills park,filter,GGR-AMC,k,2004.989778,181931.2511,1321.075339,1659.507325,0.268391445,0.535251078,4,1254.40921,1.59835384,1.05314544
620,AMC,holston hills park,filter,Pyr-AMC,1,4484.173797,145043.1134,2325.924218,2875.245955,0.193677285,0.65015632,4,1254.40921,3.57472965,1.854198933
621,AMC,holston hills park,whole,Gly-AMC,k,2012.298664,167037.8688,230.4360907,287.9298723,0.012860993,0.97444342,4,1146.742185,1.754796056,0.200948473
622,AMC,holston hills park,whole,Arg-AMC,1,18654.65592,105972.4413,387.6563095,486.1292729,0.000431557,0.999137073,4,1146.742185,16.26752392,0.338050099
623,AMC,holston hills park,whole,Arg-AMC,2,18673.92805,99933.18589,409.3145192,514.1836874,0.000480098,0.999040034,4,1146.742185,16.2843299,0.356936829
624,AMC,holston hills park,whole,Leu-AMC,k,561.35902,102354.031,238.3861962,297.8635283,0.142718419,0.734931709,4,1146.742185,0.489525045,0.207881248
625,AMC,holston hills park,whole,Arg-AMC,k,279.9663697,94194.93863,366.8941943,458.4342591,0.525142211,0.225489919,4,1146.742185,0.244140639,0.319944796
626,AMC,holston hills park,whole,Gly-AMC,1,21803.72113,187307.1725,841.0502725,1054.694964,0.001484618,0.997032968,4,1146.742185,19.01362086,0.733425772
627,AMC,holston hills park,whole,Gly-AMC,2,22375.07445,183789.3625,627.6043981,780.012232,0.000785834,0.99842895,4,1146.742185,19.51186129,0.547293373
628,AMC,holston hills park,whole,Gly-AMC,3,24288.97879,192138.2028,695.5585754,864.468443,0.000819059,0.998362553,4,1146.742185,21.18085399,0.606551834
629,AMC,holston hills park,whole,Pyr-AMC,1,1123.308241,139232.1218,990.0446266,1237.060662,0.37421835,0.391602674,4,1146.742185,0.979564766,0.863354152
630,AMC,holston hills park,whole,Pyr-AMC,2,-19317.66258,155595.5276,11354.74453,14187.75216,0.23099582,0.591367429,4,1146.742185,-16.84568932,9.901741369
631,AMC,holston hills park,whole,Pyr-AMC,3,4460.846102,138240.3989,3164.218972,3953.69129,0.294004737,0.498429311,4,1146.742185,3.890016571,2.759311564
632,AMC,holston hills park,whole,Pyr-AMC,k,-4984.953007,155829.7855,2766.171435,3456.330932,0.213314446,0.618874161,4,1146.742185,-4.347056446,2.412199945
633,AMC,holston hills park,whole,Arg-AMC,3,21278.11913,105600.3347,786.5920576,977.6085514,0.001363777,0.997274305,4,1146.742185,18.55527721,0.68593627
634,AMC,holston hills park,whole,Leu-AMC,1,91267.51109,164781.0926,1513.337129,1897.757008,0.000274827,0.999450421,4,1146.742185,79.58851805,1.319683839
635,AMC,holston hills park,whole,Leu-AMC,2,97705.6839,181612.8981,1576.180331,1958.940921,0.000260137,0.999479793,4,1146.742185,85.20283389,1.374485348
636,AMC,holston hills park,whole,Leu-AMC,3,98754.9163,176698.0725,2560.081737,3181.773543,0.000671356,0.998657739,4,1146.742185,86.11780189,2.232482392
637,AMC,holston hills park,whole,GGR-AMC,1,13386.09472,195411.3461,619.223722,769.6136869,0.002133026,0.995738498,4,1146.742185,11.67315103,0.539985125
638,AMC,holston hills park,whole,GGR-AMC,2,13243.51359,186733.6464,804.1760833,1004.817936,0.003666924,0.992679598,4,1146.742185,11.54881521,0.701270167
639,AMC,holston hills park,whole,GGR-AMC,3,13700.62294,187538.2996,666.2193155,832.4409681,0.002356225,0.995293102,4,1146.742185,11.94743083,0.580966955
640,AMC,holston hills park,whole,GGR-AMC,k,-622.4460455,178339.1646,284.1456304,356.9378226,0.159866028,0.705825091,4,1146.742185,-0.542795106,0.247785103
641,MUB,chilowee park,filter,MUB-gluco,1,7751.640535,8086.854465,426.8407181,533.3374346,0.003018385,0.99397234,4,104.575035,74.12515362,4.081669378
642,MUB,chilowee park,filter,MUB-gluco,2,10036.43188,10345.20715,160.5978868,201.3931723,0.000255949,0.999488167,4,104.575035,95.97349773,1.535719178
643,MUB,chilowee park,filter,MUB-gluco,3,7898.41128,8543.491314,105.7510701,131.2040343,0.000179215,0.999641603,4,104.575035,75.5286506,1.011245849
644,MUB,chilowee park,filter,MUB-gluco,k,137.3231045,3161.531575,74.00484412,91.97622549,0.204656312,0.632571582,4,104.575035,1.313153799,0.707672191
645,MUB,chilowee park,filter,MUB-Phos,1,103639.0962,91778.27129,568.7179605,710.6130348,3.01E-05,0.999939779,4,104.575035,991.0500744,5.438372175
646,MUB,chilowee park,filter,MUB-Phos,2,101197.943,86680.65888,4934.453914,6187.910359,0.002369132,0.995267348,4,104.575035,967.7065183,47.18577349
647,MUB,chilowee park,filter,MUB-Phos,3,97148.21818,87736.62106,4273.14755,5310.841301,0.001929159,0.996145404,4,104.575035,928.9809769,40.86202362
648,MUB,chilowee park,filter,MUB-Phos,k,558.0082405,44179.06926,511.9802475,639.719268,0.389569807,0.37262502,4,104.575035,5.335960352,4.895817128
649,MUB,chilowee park,whole,MUB-gluco,1,15117.03675,11357.46825,69.23897976,86.51409828,2.10E-05,0.999958045,4,277.88299,54.40072726,0.249165952
650,MUB,chilowee park,whole,MUB-gluco,2,18270.43484,15432.64085,369.8406979,463.7881162,0.00040951,0.999181147,4,277.88299,65.74866219,1.330922407
651,MUB,chilowee park,whole,MUB-gluco,3,21008.53464,16844.60229,59.08013223,74.08774477,7.91E-06,0.999984183,4,277.88299,75.60208937,0.212607948
652,MUB,chilowee park,whole,MUB-gluco,k,791.0985589,4060.495185,9.166119589,11.39202565,0.000134222,0.999731575,4,277.88299,2.846876518,0.032985537
653,MUB,chilowee park,whole,MUB-Phos,1,1330563.764,392270.0759,81871.89197,102298.9208,0.003764786,0.992484601,4,277.88299,4788.215947,294.6272169
654,MUB,chilowee park,whole,MUB-Phos,2,1402683.282,372197.6539,150214.1817,188371.7849,0.011274805,0.977577511,4,277.88299,5047.747912,540.5663072
655,MUB,chilowee park,whole,MUB-Phos,3,1452056.6,363696.6255,142361.6158,176932.7972,0.009475704,0.98113838,4,277.88299,5225.424558,512.3077731
656,MUB,chilowee park,whole,MUB-Phos,k,543.5017817,44319.07572,187.2890157,234.0176064,0.101064676,0.808084718,4,277.88299,1.955865603,0.673985175
657,MUB,holston hills park,filter,MUB-gluco,1,1513.063334,3712.481097,2.477093232,3.084025288,2.68E-06,0.99999464,4,55.87654,27.07868693,0.044331543
658,MUB,holston hills park,filter,MUB-gluco,2,2808.236409,5649.402606,21.48537165,26.98947637,5.85E-05,0.999882943,4,55.87654,50.2578794,0.384515069
659,MUB,holston hills park,filter,MUB-gluco,3,2012.072488,4501.593877,87.24025387,109.5893898,0.001874667,0.996254181,4,55.87654,36.0092534,1.561303793
660,MUB,holston hills park,filter,MUB-gluco,k,22.99084685,2624.067563,11.15594785,14.0886023,0.175467584,0.679853706,4,55.87654,0.411457954,0.199653519
661,MUB,holston hills park,filter,MUB-Phos,1,2979.692918,46347.26708,173.4384952,217.0966132,0.003370914,0.993269535,4,55.87654,53.32636771,3.103959108
662,MUB,holston hills park,filter,MUB-Phos,2,2926.360685,46697.19548,211.1001612,266.5937718,0.00516354,0.989699583,4,55.87654,52.37190214,3.77797482
663,MUB,holston hills park,filter,MUB-Phos,3,2738.336036,46100.722,140.1682904,177.0154651,0.002609896,0.994787019,4,55.87654,49.0069005,2.50853561
664,MUB,holston hills park,filter,MUB-Phos,k,161.9687568,45172.034,188.1353868,237.592061,0.480013253,0.270386217,4,55.87654,2.898689804,3.366983475
665,MUB,holston hills park,whole,MUB-gluco,1,2052.61248,4316.910072,12.2900669,15.30135265,3.58E-05,0.999928304,4,81.898195,25.06297581,0.150065174
666,MUB,holston hills park,whole,MUB-gluco,2,2040.669265,4222.508235,49.15869739,61.42378747,0.000579799,0.998840738,4,81.898195,24.91714579,0.600241524
667,MUB,holston hills park,whole,MUB-gluco,3,2110.093079,4401.874867,46.38270864,58.26499252,0.00048283,0.999034573,4,81.898195,25.76483009,0.566345921
668,MUB,holston hills park,whole,MUB-gluco,k,47.49015269,2417.084472,6.122164586,7.690535638,0.016215791,0.96783137,4,81.898195,0.579868124,0.074753352
669,MUB,holston hills park,whole,MUB-Phos,1,3826.289537,46403.30046,243.4462587,304.7268035,0.004023678,0.991968835,4,81.898195,46.72007163,2.972547304
670,MUB,holston hills park,whole,MUB-Phos,2,3861.474097,42893.20893,179.345687,225.2903165,0.002150172,0.99570428,4,81.898195,47.14968501,2.18986129
671,MUB,holston hills park,whole,MUB-Phos,3,3686.522162,44969.33182,123.0531589,155.4011403,0.001112312,0.997776613,4,81.898195,45.01347267,1.502513686
672,MUB,holston hills park,whole,MUB-Phos,k,348.5742342,42028.11348,190.6488884,240.7663071,0.209006505,0.62567071,4,81.898195,4.256189459,2.327876559
